"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00341,5.73e-06,2.85e-05,0.00476,0,0.000672
"2","Jan",0.00096,0,2.36e-06,0.00547,0,0.00093
"3","Feb",0.00114,0,3.03e-06,0.00401,0,0.000819
"4","Mar",0.00187,3.24e-05,6.49e-06,0.00588,0,0.000571
"5","Apr",0.00303,0.000885,1.46e-05,0.00408,0,0.000449
"6","May",0.00472,0.0022,3.09e-05,0.00482,0,0.000515
"7","Jun",0.00692,0.00367,5.99e-05,0.00597,0,0.000924
"8","Jul",0.00699,0.00338,6.09e-05,0.00505,0,0.000517
"9","Aug",0.00627,0.00202,5.37e-05,0.00432,0,0.000517
"10","Sep",0.00425,0.000224,2.98e-05,0.0064,0,0.00142
"11","Oct",0.00238,0,1.08e-05,0.00273,0,0.000349
"12","Nov",0.00138,0,4.83e-06,0.00436,0,0.000624
"13","Dec",0.000871,0,2.04e-06,0.00402,0,0.000457
