"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00344,1.15e-05,2.95e-05,0.00563,0,0.000834
"2","Jan",0.000944,0,2.29e-06,0.00638,0,0.000919
"3","Feb",0.00113,0,2.89e-06,0.00498,0,0.000905
"4","Mar",0.00185,2.33e-05,6.31e-06,0.00679,0,0.000732
"5","Apr",0.003,0.000871,1.42e-05,0.00477,0,0.000632
"6","May",0.00478,0.00228,3.2e-05,0.00546,0,0.000639
"7","Jun",0.00708,0.00379,6.31e-05,0.00647,0,0.001
"8","Jul",0.00714,0.00344,6.47e-05,0.00681,0,0.000994
"9","Aug",0.00629,0.00207,5.45e-05,0.00491,0,0.000746
"10","Sep",0.00432,0.000251,3.1e-05,0.00736,0,0.00154
"11","Oct",0.00237,0,1.08e-05,0.00326,0,0.000447
"12","Nov",0.00137,0,4.71e-06,0.00573,0,0.000946
"13","Dec",0.000852,0,1.91e-06,0.00462,0,0.000522
