"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00376,2.78e-05,3.38e-05,0.00567,0,0.000944
"2","Jan",0.0011,0,2.81e-06,0.00634,0,0.000878
"3","Feb",0.00133,0,3.66e-06,0.00519,0,0.000772
"4","Mar",0.00195,0,6.6e-06,0.00711,0,0.00104
"5","Apr",0.00307,0.000921,1.38e-05,0.00504,0,0.000714
"6","May",0.00483,0.00221,3.26e-05,0.00524,0,0.00067
"7","Jun",0.00721,0.00388,6.52e-05,0.00451,0,0.000583
"8","Jul",0.00813,0.00407,8.4e-05,0.008,0,0.00209
"9","Aug",0.00656,0.00228,5.89e-05,0.00542,0,0.000897
"10","Sep",0.00511,0.000512,4.14e-05,0.00682,0,0.00114
"11","Oct",0.00286,0,1.49e-05,0.0052,0,0.00137
"12","Nov",0.00173,0,6.74e-06,0.00411,0,5e-04
"13","Dec",0.0011,0,2.92e-06,0.00493,0,0.000618
