"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00361,2.71e-05,3.38e-05,0.00529,0,0.000541
"2","Jan",0.00089,0,2.04e-06,0.00554,0,0.000466
"3","Feb",0.0011,0,2.77e-06,0.00424,0,0.000327
"4","Mar",0.00183,0,6.29e-06,0.0067,0,0.000613
"5","Apr",0.00304,0.000893,1.44e-05,0.00478,0,0.000401
"6","May",0.0051,0.00242,3.76e-05,0.00509,0,0.000376
"7","Jun",0.00739,0.00401,6.96e-05,0.00569,0,0.000611
"8","Jul",0.00798,0.00396,8.13e-05,0.00548,0,0.00051
"9","Aug",0.00658,0.00237,5.93e-05,0.00491,0,0.000587
"10","Sep",0.00459,0.000329,3.56e-05,0.00713,0,0.000921
"11","Oct",0.00243,0,1.13e-05,0.0035,0,0.000418
"12","Nov",0.00133,0,4.44e-06,0.00539,0,0.000739
"13","Dec",0.000861,0,1.96e-06,0.005,0,0.000515
