"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00359,3.54e-05,3.38e-05,0.00545,0,0.000602
"2","Jan",0.000848,0,1.84e-06,0.00585,0,0.00056
"3","Feb",0.00109,0,2.68e-06,0.00444,0,0.000365
"4","Mar",0.00176,0,5.98e-06,0.0076,0,0.000774
"5","Apr",0.00294,9e-04,1.33e-05,0.00505,0,0.000426
"6","May",0.00508,0.00241,3.73e-05,0.00536,0,0.000416
"7","Jun",0.00724,0.00398,6.71e-05,0.00419,0,0.000326
"8","Jul",0.00824,0.00423,8.71e-05,0.00569,0,0.000647
"9","Aug",0.00646,0.00239,5.72e-05,0.00515,0,0.000751
"10","Sep",0.00465,0.000447,3.63e-05,0.00715,0,0.00114
"11","Oct",0.0024,0,1.11e-05,0.00451,0,0.000548
"12","Nov",0.0013,0,4.11e-06,0.00486,0,0.000555
"13","Dec",0.000857,0,1.92e-06,0.00543,0,0.000687
