"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00333,1.97e-05,2.78e-05,0.00529,0,0.000648
"2","Jan",0.000887,0,2.04e-06,0.00582,0,0.000728
"3","Feb",0.00107,0,2.6e-06,0.00413,0,0.000424
"4","Mar",0.00176,1.31e-05,5.79e-06,0.00622,0,0.000564
"5","Apr",0.00289,0.000845,1.32e-05,0.00467,0,0.000442
"6","May",0.00468,0.00221,3.1e-05,0.00493,0,0.000452
"7","Jun",0.00685,0.00374,5.83e-05,0.00639,0,0.000818
"8","Jul",0.00701,0.00347,6.22e-05,0.0057,0,0.000563
"9","Aug",0.00609,0.00214,5.01e-05,0.00466,0,0.00069
"10","Sep",0.0042,0.000259,2.95e-05,0.00747,0,0.0013
"11","Oct",0.0023,0,1.02e-05,0.00322,0,0.000408
"12","Nov",0.00129,0,4.29e-06,0.00554,0,0.000877
"13","Dec",0.000819,0,1.78e-06,0.00467,0,0.000503
