"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0033,1.11e-05,2.68e-05,0.00542,0,0.000721
"2","Jan",0.000922,0,2.17e-06,0.00642,0,0.00104
"3","Feb",0.0011,0,2.76e-06,0.00472,0,0.000615
"4","Mar",0.00179,3.04e-05,5.96e-06,0.00661,0,0.000644
"5","Apr",0.0029,0.000847,1.32e-05,0.00491,0,0.00064
"6","May",0.00457,0.00216,2.9e-05,0.00524,0,0.000479
"7","Jun",0.00671,0.00354,5.66e-05,0.00658,0,0.00102
"8","Jul",0.00681,0.00331,5.82e-05,0.00585,0,0.000697
"9","Aug",0.00606,0.00197,5.02e-05,0.00444,0,0.000464
"10","Sep",0.00413,0.00022,2.8e-05,0.00713,0,0.00137
"11","Oct",0.00229,0,9.97e-06,0.00314,0,0.000418
"12","Nov",0.00133,0,4.47e-06,0.00558,0,0.000817
"13","Dec",0.000833,0,1.84e-06,0.00448,0,0.000459
