"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00384,1.61e-05,3.7e-05,0.00532,0,0.000596
"2","Jan",0.00106,0,2.87e-06,0.00601,0,0.00062
"3","Feb",0.00126,0,3.53e-06,0.00499,0,0.000424
"4","Mar",0.00208,2.82e-06,7.91e-06,0.00676,0,0.000637
"5","Apr",0.00336,0.000974,1.75e-05,0.00498,0,0.000566
"6","May",0.0052,0.0024,3.8e-05,0.00507,0,0.000451
"7","Jun",0.00785,0.00412,7.92e-05,0.0048,0,0.000459
"8","Jul",0.00818,0.0038,8.59e-05,0.00651,0,0.000822
"9","Aug",0.00691,0.00231,6.68e-05,0.0046,0,0.000603
"10","Sep",0.00485,0.000332,3.89e-05,0.00658,0,0.000964
"11","Oct",0.00262,0,1.3e-05,0.00402,0,0.000538
"12","Nov",0.00155,0,5.91e-06,0.0046,0,0.000552
"13","Dec",0.000949,0,2.36e-06,0.00487,0,0.000505
