"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00316,5.19e-06,2.37e-05,0.00506,0,0.000473
"2","Jan",0.000902,0,2.05e-06,0.00582,0,0.000597
"3","Feb",0.00109,0,2.68e-06,0.00502,0,0.000358
"4","Mar",0.00178,9.78e-06,5.9e-06,0.00641,0,0.000496
"5","Apr",0.00289,0.000761,1.35e-05,0.00526,0,0.000604
"6","May",0.00449,0.00197,2.78e-05,0.00531,0,0.000397
"7","Jun",0.00573,0.00282,4.12e-05,0.00618,0,0.000657
"8","Jul",0.00656,0.00305,5.27e-05,0.00536,0,0.000461
"9","Aug",0.00594,0.00196,4.78e-05,0.00479,0,0.000594
"10","Sep",0.00392,0.000161,2.46e-05,0.00521,0,0.000626
"11","Oct",0.00228,0,9.73e-06,0.00242,0,0.000148
"12","Nov",0.00136,0,4.46e-06,0.00471,0,0.000458
"13","Dec",0.000884,0,2.05e-06,0.00425,0,0.000275
