"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00334,1.45e-05,2.78e-05,0.00561,0,0.000828
"2","Jan",0.000908,0,2.14e-06,0.00644,0,0.000989
"3","Feb",0.00109,0,2.7e-06,0.00467,0,0.000653
"4","Mar",0.00179,1.66e-05,5.91e-06,0.00665,0,0.00072
"5","Apr",0.0029,0.000848,1.33e-05,0.00483,0,0.000609
"6","May",0.00467,0.00216,3.08e-05,0.00513,0,0.000589
"7","Jun",0.00686,0.00375,5.9e-05,0.00634,0,0.00101
"8","Jul",0.00696,0.00333,6.16e-05,0.00659,0,0.000921
"9","Aug",0.00609,0.00205,5.06e-05,0.00499,0,0.000817
"10","Sep",0.0042,0.000257,2.95e-05,0.00756,0,0.00148
"11","Oct",0.0023,0,1.02e-05,0.00332,0,0.000477
"12","Nov",0.00132,0,4.4e-06,0.00596,0,0.00109
"13","Dec",0.000828,0,1.81e-06,0.00481,0,0.000574
