"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00332,0,2.63e-05,0.00502,0,0.000527
"2","Jan",0.000949,0,2.25e-06,0.00584,0,0.000738
"3","Feb",0.00114,0,2.95e-06,0.0047,0,0.000339
"4","Mar",0.00187,1.8e-05,6.5e-06,0.0063,0,5e-04
"5","Apr",0.00303,0.000847,1.46e-05,0.00512,0,0.000681
"6","May",0.0047,0.00212,3.06e-05,0.00511,0,0.000451
"7","Jun",0.006,0.00301,4.54e-05,0.00615,0,0.000721
"8","Jul",0.00689,0.0032,5.88e-05,0.00505,0,0.00046
"9","Aug",0.00623,0.00201,5.3e-05,0.00434,0,0.000566
"10","Sep",0.00417,0.000197,2.82e-05,0.00578,0,0.000759
"11","Oct",0.00238,0,1.06e-05,0.00251,0,0.000185
"12","Nov",0.0014,0,4.8e-06,0.00495,0,0.000576
"13","Dec",0.000897,0,2.12e-06,0.0044,0,0.000336
