"","USGS Gage","Model","Pct. Error"
"Min. 1 Day Min",18.3,55.6,204
"Med. 1 Day Min",71,119,67.6
"Min. 3 Day Min",18.6,55.9,201
"Med. 3 Day Min",74.3,120,61.5
"Min. 7 Day Min",18.9,56,196
"Med. 7 Day Min",82.2,124,50.9
"Min. 30 Day Min",25.8,59.2,129
"Med. 30 Day Min",96.4,156,61.8
"Min. 90 Day Min",32.9,66.6,102
"Med. 90 Day Min",287,224,-22
"7Q10",38.9,71.3,83.3
"Year of 90-Day Low Flow",2002,1999,100
"Drought Year Mean",254.584109589041,191.676538297602,-24.7
"Mean Baseflow",524,537,2.48
