"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",1240,1110,-10.5
"Jan. Mean Flow",1690,1550,-8.28
"Feb. Mean Flow",2010,1930,-3.98
"Mar. Mean Flow",2370,2360,-0.422
"Apr. Mean Flow",1910,1640,-14.1
"May Mean Flow",1260,1070,-15.1
"Jun. Mean Flow",761,612,-19.6
"Jul. Mean Flow",506,363,-28.3
"Aug. Mean Flow",537,412,-23.3
"Sep. Mean Flow",889,797,-10.3
"Oct. Mean Flow",477,529,10.9
"Nov. Mean Flow",1080,905,-16.2
"Dec. Mean Flow",1390,1200,-13.7
