"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",1240,129,306,457,580,829,824,644,415,206,139,118,93,1690,2010,2370,1910,1260,761,506,537,889,477,1080,1390,18.3,71,18.6,74.3,18.9,82.2,25.8,96.4,32.9,287,38.9,2002,36.8,84,640,5030,9550,70,524,704,1760,2200,4090,4510,6300,5630,2700,1200,742,1120,280,21200,8750,18300,8390,15300,7250,7240,3670,5510,2170,254.584109589041
"Model",1110,167,235,392,614,806,778,463,360,245,187,190,171,1550,1930,2360,1640,1070,612,363,412,797,529,905,1200,55.6,119,55.9,120,56,124,59.2,156,66.6,224,71.3,1999,65.8,97.7,566,3860,10900,105,537,656,1650,1810,4330,3930,5620,5080,1930,782,418,384,335,15000,12700,15000,10400,15000,6470,7600,3210,5640,2010,191.676538297602
"Pct. Error",-10.5,29.5,-23.2,-14.2,5.86,-2.77,-5.58,-28.1,-13.3,18.9,34.5,61,83.9,-8.28,-3.98,-0.422,-14.1,-15.1,-19.6,-28.3,-23.3,-10.3,10.9,-16.2,-13.7,204,67.6,201,61.5,196,50.9,129,61.8,102,-22,83.3,100,78.8,16.3,-11.6,-23.3,14.1,50,2.48,-6.82,-6.25,-17.7,5.87,-12.9,-10.8,-9.77,-28.5,-34.8,-43.7,-65.7,19.6,-29.2,45.1,-18,24,-1.96,-10.8,4.97,-12.5,2.36,-7.37,-24.7
