"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0032,3.48e-05,2.7e-05,0.00435,0,0.000307
"2","Jan",0.000691,0,1.26e-06,0.00486,0,0.000334
"3","Feb",0.00087,0,1.73e-06,0.00351,0,0.000172
"4","Mar",0.00154,0,4.62e-06,0.0052,0,0.000302
"5","Apr",0.00265,0.000829,1.08e-05,0.0049,0,0.000308
"6","May",0.00466,0.00226,3.08e-05,0.00417,0,0.000254
"7","Jun",0.00661,0.00379,5.4e-05,0.00457,0,0.000311
"8","Jul",0.00726,0.00387,6.58e-05,0.00417,0,0.000306
"9","Aug",0.00587,0.00227,4.67e-05,0.00435,0,0.000417
"10","Sep",0.00413,0.000374,2.85e-05,0.00529,0,0.000478
"11","Oct",0.00209,0,8.48e-06,0.00307,0,0.00024
"12","Nov",0.00112,0,3.2e-06,0.00479,0,0.000361
"13","Dec",0.000713,0,1.36e-06,0.00338,0,0.000197
