"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00316,1.34e-05,2.54e-05,0.00511,0,0.000649
"2","Jan",0.000807,0,1.73e-06,0.00589,0,0.000805
"3","Feb",0.000975,0,2.21e-06,0.00417,0,0.000504
"4","Mar",0.00167,8.64e-06,5.27e-06,0.00607,0,0.000567
"5","Apr",0.00273,0.000791,1.19e-05,0.0047,0,0.000484
"6","May",0.00443,0.00208,2.8e-05,0.0049,0,0.000547
"7","Jun",0.00653,0.00356,5.33e-05,0.00604,0,0.000819
"8","Jul",0.00671,0.00327,5.76e-05,0.00531,0,0.000526
"9","Aug",0.00579,0.00205,4.56e-05,0.00396,0,0.000541
"10","Sep",0.00402,0.00025,2.72e-05,0.00746,0,0.00138
"11","Oct",0.00217,0,9.16e-06,0.00284,0,0.000313
"12","Nov",0.00125,0,4e-06,0.00558,0,0.000885
"13","Dec",0.000751,0,1.52e-06,0.00446,0,0.000422
