"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00352,2.65e-05,3.24e-05,0.00454,0,0.000378
"2","Jan",0.000842,0,1.85e-06,0.00489,0,0.000343
"3","Feb",0.00104,0,2.49e-06,0.00377,0,0.000245
"4","Mar",0.00179,0,6.03e-06,0.006,0,0.000465
"5","Apr",0.00296,0.00087,1.37e-05,0.00416,0,0.000291
"6","May",0.00496,0.00235,3.56e-05,0.00438,0,0.00026
"7","Jun",0.00724,0.00393,6.68e-05,0.00479,0,0.000409
"8","Jul",0.00783,0.00388,7.84e-05,0.00464,0,0.000347
"9","Aug",0.00645,0.00233,5.71e-05,0.00417,0,0.000414
"10","Sep",0.00453,0.000325,3.47e-05,0.00629,0,0.000693
"11","Oct",0.00234,0,1.06e-05,0.00274,0,0.000243
"12","Nov",0.00132,0,4.35e-06,0.00451,0,0.000491
"13","Dec",0.000815,0,1.78e-06,0.00417,0,0.000333
