"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0033,2e-05,2.76e-05,0.00408,0,0.000329
"2","Jan",0.000821,0,1.78e-06,0.00428,0,0.000322
"3","Feb",0.001,0,2.33e-06,0.00329,0,0.000201
"4","Mar",0.00173,1.34e-05,5.59e-06,0.00518,0,0.000338
"5","Apr",0.00284,0.000841,1.28e-05,0.00387,0,0.000252
"6","May",0.00463,0.00222,3.04e-05,0.00425,0,0.000291
"7","Jun",0.00682,0.00368,5.8e-05,0.00492,0,0.000404
"8","Jul",0.00702,0.00349,6.2e-05,0.00439,0,0.000279
"9","Aug",0.00608,0.00212,5.02e-05,0.00392,0,0.000372
"10","Sep",0.00419,0.000265,2.92e-05,0.00545,0,0.000684
"11","Oct",0.00226,0,9.85e-06,0.00202,0,0.000164
"12","Nov",0.00128,0,4.22e-06,0.00376,0,0.000352
"13","Dec",0.000776,0,1.62e-06,0.00357,0,0.000276
