"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00311,1.43e-05,2.43e-05,0.00441,0,0.000366
"2","Jan",0.000809,0,1.73e-06,0.00489,0,0.000447
"3","Feb",0.000974,0,2.21e-06,0.00373,0,0.000306
"4","Mar",0.00166,2.24e-05,5.14e-06,0.00548,0,0.000371
"5","Apr",0.00271,0.000786,1.17e-05,0.00401,0,0.000322
"6","May",0.00431,0.00201,2.62e-05,0.00466,0,0.000329
"7","Jun",0.00645,0.00349,5.19e-05,0.00528,0,0.000491
"8","Jul",0.00649,0.00319,5.28e-05,0.00526,0,0.000383
"9","Aug",0.00573,0.00191,4.47e-05,0.00402,0,0.000344
"10","Sep",0.00392,0.000228,2.56e-05,0.00546,0,0.000585
"11","Oct",0.00214,0,8.86e-06,0.0021,0,0.000153
"12","Nov",0.00124,0,3.95e-06,0.0043,0,0.000407
"13","Dec",0.000742,0,1.48e-06,0.00365,0,0.000246
