"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00315,0,2.39e-05,0.00389,0,0.000326
"2","Jan",0.00086,0,1.88e-06,0.00433,0,0.000417
"3","Feb",0.00104,0,2.48e-06,0.00382,0,0.000226
"4","Mar",0.00177,1.33e-05,5.85e-06,0.00524,0,0.00035
"5","Apr",0.00287,0.00079,1.31e-05,0.00401,0,0.000412
"6","May",0.00444,0.002,2.73e-05,0.0044,0,0.000361
"7","Jun",0.00573,0.00288,4.13e-05,0.00466,0,0.000452
"8","Jul",0.00661,0.00305,5.4e-05,0.00393,0,3e-04
"9","Aug",0.00593,0.00199,4.8e-05,0.00346,0,0.000371
"10","Sep",0.00398,0.000184,2.56e-05,0.00399,0,0.00041
"11","Oct",0.00226,0,9.63e-06,0.00171,0,8.38e-05
"12","Nov",0.00134,0,4.44e-06,0.00375,0,0.000312
"13","Dec",0.000835,0,1.86e-06,0.00342,0,0.000209
