"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00329,2.58e-06,2.66e-05,0.00467,0,0.000476
"2","Jan",0.000899,0,2.09e-06,0.00583,0,0.000628
"3","Feb",0.00108,0,2.71e-06,0.00433,0,0.000292
"4","Mar",0.00181,2.92e-05,6.1e-06,0.00588,0,0.000435
"5","Apr",0.0029,0.000845,1.32e-05,0.0049,0,0.000588
"6","May",0.00456,0.00212,2.88e-05,0.00449,0,0.000353
"7","Jun",0.00644,0.00323,5.34e-05,0.00546,0,0.000638
"8","Jul",0.00688,0.00328,5.93e-05,0.00468,0,0.000553
"9","Aug",0.00609,0.00197,5.1e-05,0.0033,0,0.000287
"10","Sep",0.00414,0.000221,2.79e-05,0.00587,0,0.000824
"11","Oct",0.00229,0,9.94e-06,0.00237,0,0.000198
"12","Nov",0.00137,0,4.66e-06,0.00482,0,0.000568
"13","Dec",0.00083,0,1.85e-06,0.00415,0,0.000338
