"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00349,5.05e-06,2.99e-05,0.00472,0,0.000428
"2","Jan",0.00096,0,2.36e-06,0.00577,0,0.000532
"3","Feb",0.00115,0,3.06e-06,0.00446,0,0.000289
"4","Mar",0.00193,3.22e-05,6.89e-06,0.00581,0,0.000408
"5","Apr",0.00308,0.000907,1.48e-05,0.00493,0,0.000552
"6","May",0.00484,0.00226,3.23e-05,0.00458,0,0.000324
"7","Jun",0.00674,0.00336,5.83e-05,0.00526,0,0.000515
"8","Jul",0.00733,0.00348,6.75e-05,0.00511,0,0.000531
"9","Aug",0.00648,0.00202,5.82e-05,0.00338,0,0.000285
"10","Sep",0.00441,0.000235,3.17e-05,0.00617,0,0.000734
"11","Oct",0.00243,0,1.12e-05,0.00243,0,0.000178
"12","Nov",0.00146,0,5.3e-06,0.00464,0,0.000465
"13","Dec",0.000884,0,2.08e-06,0.0042,0,0.000312
