"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00319,1.73e-05,2.58e-05,0.00474,0,0.000529
"2","Jan",0.000812,0,1.75e-06,0.00541,0,0.000645
"3","Feb",0.000981,0,2.23e-06,0.00382,0,0.000419
"4","Mar",0.00168,1.04e-05,5.3e-06,0.00568,0,0.000465
"5","Apr",0.00275,0.000799,1.2e-05,0.00442,0,0.000406
"6","May",0.00446,0.00209,2.84e-05,0.00463,0,0.000424
"7","Jun",0.00659,0.0036,5.41e-05,0.00565,0,0.000678
"8","Jul",0.00676,0.00329,5.82e-05,0.00498,0,0.000432
"9","Aug",0.00584,0.00206,4.63e-05,0.00381,0,0.000488
"10","Sep",0.00405,0.000246,2.76e-05,0.00683,0,0.00108
"11","Oct",0.00219,0,9.28e-06,0.00254,0,0.000243
"12","Nov",0.00125,0,4.04e-06,0.005,0,0.000698
"13","Dec",0.000756,0,1.54e-06,0.00414,0,0.000372
