"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00358,2.9e-05,3.35e-05,0.00466,0,0.00051
"2","Jan",0.000863,0,1.92e-06,0.00501,0,0.000444
"3","Feb",0.00108,0,2.68e-06,0.00427,0,0.000428
"4","Mar",0.00182,0,6.15e-06,0.00611,0,0.000532
"5","Apr",0.003,0.000873,1.4e-05,0.00422,0,0.000356
"6","May",0.00498,0.0023,3.61e-05,0.0044,0,0.000384
"7","Jun",0.00728,0.00388,6.89e-05,0.00422,0,0.000419
"8","Jul",0.00804,0.00412,8.26e-05,0.00465,0,0.000514
"9","Aug",0.0065,0.0023,5.82e-05,0.00436,0,0.000687
"10","Sep",0.00463,0.000372,3.61e-05,0.00667,0,0.000933
"11","Oct",0.00237,0,1.08e-05,0.00327,0,0.000382
"12","Nov",0.00135,0,4.51e-06,0.00454,0,0.000659
"13","Dec",0.000839,0,1.87e-06,0.00414,0,0.000375
