"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00356,1.57e-05,3.2e-05,0.00486,0,0.000569
"2","Jan",0.000935,0,2.27e-06,0.00555,0,0.000626
"3","Feb",0.00113,0,2.91e-06,0.00439,0,0.000546
"4","Mar",0.00192,1.44e-05,6.77e-06,0.00598,0,0.000529
"5","Apr",0.00309,0.000896,1.5e-05,0.00424,0,0.000432
"6","May",0.00494,0.00231,3.44e-05,0.00492,0,0.000558
"7","Jun",0.00735,0.00396,6.8e-05,0.0053,0,0.000596
"8","Jul",0.0075,0.00355,7.2e-05,0.00596,0,0.000689
"9","Aug",0.00649,0.00216,5.8e-05,0.0039,0,0.000509
"10","Sep",0.00452,0.000277,3.4e-05,0.00642,0,0.00105
"11","Oct",0.00244,0,1.14e-05,0.00267,0,0.000281
"12","Nov",0.00142,0,5.09e-06,0.00488,0,0.000641
"13","Dec",0.000856,0,1.94e-06,0.00412,0,0.000366
