"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00346,3.24e-05,3.02e-05,0.00456,0,0.000484
"2","Jan",0.000877,0,1.84e-06,0.00523,0,0.000626
"3","Feb",0.00107,0,2.42e-06,0.00485,0,0.000645
"4","Mar",0.00167,0,5.02e-06,0.0066,0,0.000628
"5","Apr",0.00273,0.000826,1.11e-05,0.00429,0,0.00037
"6","May",0.00456,0.0022,2.94e-05,0.00404,0,0.000253
"7","Jun",0.00676,0.00372,5.7e-05,0.00423,0,0.000391
"8","Jul",0.00779,0.0039,7.73e-05,0.00485,0,0.000463
"9","Aug",0.00631,0.00231,5.38e-05,0.00373,0,0.000538
"10","Sep",0.00472,0.00046,3.61e-05,0.00527,0,0.000578
"11","Oct",0.0025,0,1.15e-05,0.00352,0,0.000365
"12","Nov",0.00145,0,4.86e-06,0.00389,0,0.000505
"13","Dec",0.000897,0,1.99e-06,0.0042,0,0.000445
