"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00388,2.23e-05,3.72e-05,0.00487,0,0.000516
"2","Jan",0.00111,0,3.08e-06,0.00548,0,0.000507
"3","Feb",0.00135,0,4.1e-06,0.00405,0,0.000331
"4","Mar",0.00212,0,8.21e-06,0.00597,0,0.000536
"5","Apr",0.00338,0.000959,1.76e-05,0.00439,0,0.00043
"6","May",0.00517,0.0022,3.89e-05,0.00432,0,0.000354
"7","Jun",0.00777,0.00412,7.71e-05,0.00432,0,0.000351
"8","Jul",0.00837,0.00404,9.1e-05,0.00717,0,0.00113
"9","Aug",0.00664,0.00214,6.18e-05,0.00499,0,0.000418
"10","Sep",0.00506,0.000427,4.17e-05,0.00607,0,0.000799
"11","Oct",0.00273,0,1.4e-05,0.00424,0,0.000706
"12","Nov",0.00168,0,6.75e-06,0.00358,0,0.00029
"13","Dec",0.00102,0,2.69e-06,0.00378,0,0.000305
