"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00276,1.13e-05,1.9e-05,0.00476,0,0.000307
"2","Jan",0.000699,0,1.32e-06,0.00487,0,0.00025
"3","Feb",0.000845,0,1.7e-06,0.00543,0,0.000345
"4","Mar",0.00146,2.24e-05,4.12e-06,0.00615,0,0.000306
"5","Apr",0.00246,0.000693,9.86e-06,0.00537,0,0.000346
"6","May",0.00388,0.00181,2.1e-05,0.00597,0,0.000504
"7","Jun",0.00575,0.00315,4.06e-05,0.00451,0,0.000294
"8","Jul",0.00573,0.00284,4.06e-05,0.00572,0,0.000478
"9","Aug",0.00508,0.00183,3.46e-05,0.00471,0,0.000355
"10","Sep",0.00344,0.000201,1.93e-05,0.00406,0,0.000309
"11","Oct",0.00193,0,7.13e-06,0.00225,0,8.99e-05
"12","Nov",0.00108,0,3.05e-06,0.00399,0,0.000206
"13","Dec",0.000659,0,1.18e-06,0.00411,0,0.000184
