"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00335,8.93e-06,2.78e-05,0.00398,0,0.000371
"2","Jan",0.000898,0,2.11e-06,0.00442,0,0.000466
"3","Feb",0.00108,0,2.72e-06,0.00346,0,0.000334
"4","Mar",0.00182,3.14e-05,6.14e-06,0.00497,0,0.000375
"5","Apr",0.00293,0.000851,1.37e-05,0.00355,0,0.000327
"6","May",0.00463,0.00218,2.99e-05,0.00433,0,0.000328
"7","Jun",0.00688,0.00369,5.92e-05,0.00501,0,0.000575
"8","Jul",0.00692,0.00338,6e-05,0.00453,0,0.000341
"9","Aug",0.00617,0.00202,5.21e-05,0.0035,0,0.000278
"10","Sep",0.00421,0.000233,2.94e-05,0.0051,0,0.000695
"11","Oct",0.00232,0,1.03e-05,0.00199,0,0.00015
"12","Nov",0.00136,0,4.71e-06,0.00363,0,0.000348
"13","Dec",0.000818,0,1.81e-06,0.00323,0,0.000236
