"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0037,2.84e-05,3.52e-05,0.00623,0,0.000783
"2","Jan",0.000943,0,2.26e-06,0.00675,0,0.000748
"3","Feb",0.00117,0,3.06e-06,0.00521,0,0.000535
"4","Mar",0.00192,0,6.88e-06,0.00769,0,0.000857
"5","Apr",0.00313,0.000919,1.52e-05,0.00575,0,0.000614
"6","May",0.00519,0.00245,3.87e-05,0.00582,0,0.000517
"7","Jun",0.00747,0.00406,7.11e-05,0.00689,0,0.000942
"8","Jul",0.00818,0.00406,8.55e-05,0.00668,0,0.000797
"9","Aug",0.00675,0.00243,6.24e-05,0.00558,0,0.000771
"10","Sep",0.00475,0.000341,3.81e-05,0.00826,0,0.00128
"11","Oct",0.00247,0,1.17e-05,0.004,0,0.000558
"12","Nov",0.0014,0,4.83e-06,0.00631,0,0.00105
"13","Dec",0.000904,0,2.15e-06,0.00576,0,0.000718
