"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00399,2.25e-05,3.77e-05,0.00657,0,0.00121
"2","Jan",0.00123,0,3.58e-06,0.00679,0,0.000803
"3","Feb",0.00149,0,4.75e-06,0.00506,0,0.000584
"4","Mar",0.00221,0,8.64e-06,0.00728,0,0.000931
"5","Apr",0.00345,0.000976,1.79e-05,0.00589,0,0.000858
"6","May",0.00519,0.00223,3.87e-05,0.00531,0,0.000688
"7","Jun",0.00772,0.00424,7.48e-05,0.00608,0,0.00116
"8","Jul",0.00849,0.00402,9.31e-05,0.0103,0,0.00274
"9","Aug",0.00673,0.00226,6.24e-05,0.0078,0,0.00146
"10","Sep",0.00525,0.000521,4.36e-05,0.00787,0,0.00173
"11","Oct",0.00295,0,1.6e-05,0.00605,0,0.00206
"12","Nov",0.00187,0,8.03e-06,0.00531,0,0.000755
"13","Dec",0.00118,0,3.49e-06,0.00489,0,0.000632
