"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00353,1.18e-05,3.08e-05,0.00665,0,0.00121
"2","Jan",0.000989,0,2.48e-06,0.00767,0,0.00139
"3","Feb",0.00119,0,3.21e-06,0.00589,0,0.00132
"4","Mar",0.00193,2.45e-05,6.81e-06,0.00815,0,0.00114
"5","Apr",0.00307,0.000895,1.49e-05,0.00564,0,0.000911
"6","May",0.00484,0.00231,3.29e-05,0.00594,0,0.000775
"7","Jun",0.00718,0.00384,6.48e-05,0.00824,0,0.00171
"8","Jul",0.00735,0.00354,6.85e-05,0.00845,0,0.0016
"9","Aug",0.00645,0.00213,5.72e-05,0.00558,0,0.000975
"10","Sep",0.00446,0.000259,3.3e-05,0.00851,0,0.00208
"11","Oct",0.00242,0,1.12e-05,0.00376,0,0.000604
"12","Nov",0.00143,0,5.12e-06,0.0067,0,0.00132
"13","Dec",0.000896,0,2.09e-06,0.00527,0,0.000711
