"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00322,1.18e-06,2.45e-05,0.00564,0,0.000655
"2","Jan",0.000926,0,2.13e-06,0.00622,0,0.000788
"3","Feb",0.00114,0,2.88e-06,0.00562,0,0.000507
"4","Mar",0.00184,1.07e-05,6.26e-06,0.00777,0,0.00082
"5","Apr",0.00292,0.000784,1.36e-05,0.00545,0,0.000703
"6","May",0.00451,0.00198,2.81e-05,0.00585,0,0.000571
"7","Jun",0.00576,0.00286,4.16e-05,0.00752,0,0.0011
"8","Jul",0.00671,0.00306,5.53e-05,0.00559,0,0.000544
"9","Aug",0.00604,0.00201,4.94e-05,0.00509,0,0.000722
"10","Sep",0.00404,0.000175,2.61e-05,0.00581,0,0.00089
"11","Oct",0.00231,0,9.99e-06,0.00266,0,0.000203
"12","Nov",0.0014,0,4.72e-06,0.00529,0,0.000607
"13","Dec",0.000912,0,2.16e-06,0.00486,0,0.000401
