"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00359,0,3.05e-05,0.00607,0,0.000837
"2","Jan",0.00107,0,2.88e-06,0.00734,0,0.00113
"3","Feb",0.00129,0,3.75e-06,0.00551,0,0.000542
"4","Mar",0.00205,2.96e-05,7.82e-06,0.00777,0,0.000801
"5","Apr",0.00324,0.000953,1.65e-05,0.00589,0,0.000836
"6","May",0.005,0.00229,3.43e-05,0.00547,0,0.00049
"7","Jun",0.00666,0.00344,5.66e-05,0.00893,0,0.00176
"8","Jul",0.00742,0.00366,6.77e-05,0.00609,0,0.000832
"9","Aug",0.0066,0.00218,5.91e-05,0.00481,0,0.000658
"10","Sep",0.00452,0.000234,3.29e-05,0.00705,0,0.00135
"11","Oct",0.00254,0,1.22e-05,0.00308,0,0.000337
"12","Nov",0.00155,0,5.95e-06,0.0058,0,0.000791
"13","Dec",0.000996,0,2.62e-06,0.00513,0,0.000519
