"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00304,1.84e-05,2.26e-05,0.006,0,0.000526
"2","Jan",0.000851,0,1.91e-06,0.00564,0,0.000347
"3","Feb",0.000989,0,2.25e-06,0.00625,0,0.000489
"4","Mar",0.00163,2.56e-05,5.06e-06,0.00723,0,0.000464
"5","Apr",0.00268,0.000768,1.16e-05,0.00684,0,0.000617
"6","May",0.00426,0.002,2.52e-05,0.00685,0,0.000653
"7","Jun",0.00616,0.00333,4.66e-05,0.0065,0,0.000674
"8","Jul",0.0063,0.00333,4.9e-05,0.00726,0,0.000863
"9","Aug",0.00558,0.00203,4.16e-05,0.0061,0,0.000678
"10","Sep",0.00381,0.000221,2.36e-05,0.0052,0,0.00054
"11","Oct",0.00211,0,8.54e-06,0.00331,0,0.000207
"12","Nov",0.00118,0,3.62e-06,0.00546,0,0.000402
"13","Dec",0.000758,0,1.53e-06,0.00534,0,0.000361
