"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00399,2.56e-05,3.94e-05,0.00655,0,0.0011
"2","Jan",0.00115,0,3.29e-06,0.00705,0,0.000974
"3","Feb",0.00141,0,4.48e-06,0.0049,0,0.000525
"4","Mar",0.00219,0,8.75e-06,0.00845,0,0.00133
"5","Apr",0.00352,0.000995,1.91e-05,0.00575,0,0.000874
"6","May",0.00534,0.00233,4.12e-05,0.00581,0,0.000836
"7","Jun",0.008,0.00419,8.2e-05,0.00622,0,0.000818
"8","Jul",0.00863,0.00419,9.6e-05,0.0092,0,0.0021
"9","Aug",0.00684,0.00222,6.57e-05,0.00692,0,0.00104
"10","Sep",0.00513,0.000412,4.34e-05,0.00895,0,0.00194
"11","Oct",0.00276,0,1.43e-05,0.00515,0,0.000965
"12","Nov",0.0017,0,6.95e-06,0.00509,0,0.00105
"13","Dec",0.00106,0,2.9e-06,0.00494,0,0.000673
