"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0037,4.08e-05,3.22e-05,0.00614,0,0.00103
"2","Jan",0.00111,0,2.83e-06,0.00638,0,0.000933
"3","Feb",0.00134,0,3.65e-06,0.00595,0,0.000862
"4","Mar",0.00191,0,6.41e-06,0.00881,0,0.00141
"5","Apr",0.00294,0.000881,1.26e-05,0.00556,0,0.00082
"6","May",0.00464,0.00212,2.96e-05,0.00525,0,0.00061
"7","Jun",0.00687,0.0038,5.78e-05,0.00505,0,0.000726
"8","Jul",0.00809,0.00425,8.15e-05,0.00784,0,0.00166
"9","Aug",0.00644,0.00224,5.62e-05,0.00563,0,0.00113
"10","Sep",0.00514,0.000568,4.18e-05,0.00666,0,0.00103
"11","Oct",0.00289,0,1.52e-05,0.0055,0,0.00168
"12","Nov",0.00176,0,6.91e-06,0.00525,0,0.000694
"13","Dec",0.00113,0,3.07e-06,0.00575,0,0.000744
