"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00387,2.54e-05,3.77e-05,0.00621,0,0.00104
"2","Jan",0.00107,0,2.83e-06,0.00655,0,0.000931
"3","Feb",0.00132,0,3.88e-06,0.00587,0,0.000923
"4","Mar",0.00206,0,7.83e-06,0.00852,0,0.00144
"5","Apr",0.00337,0.000957,1.76e-05,0.00534,0,0.000788
"6","May",0.00524,0.00239,3.93e-05,0.00527,0,0.000594
"7","Jun",0.00775,0.00411,7.68e-05,0.00689,0,0.00136
"8","Jul",0.00853,0.00417,9.45e-05,0.00802,0,0.00137
"9","Aug",0.00677,0.00229,6.4e-05,0.00568,0,0.0013
"10","Sep",0.00497,0.000405,4.14e-05,0.00752,0,0.00121
"11","Oct",0.00265,0,1.33e-05,0.00451,0,0.00081
"12","Nov",0.00159,0,6.09e-06,0.00497,0,0.000964
"13","Dec",0.00101,0,2.6e-06,0.00537,0,0.000768
