"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00327,1.65e-05,2.67e-05,0.00496,0,0.000467
"2","Jan",0.000872,0,1.93e-06,0.00471,0,0.000349
"3","Feb",0.00106,0,2.56e-06,0.00418,0,0.000316
"4","Mar",0.00176,2.03e-05,5.73e-06,0.00644,0,0.000496
"5","Apr",0.00285,0.000849,1.29e-05,0.00477,0,0.00041
"6","May",0.00455,0.00215,2.9e-05,0.00499,0,0.000409
"7","Jun",0.00662,0.00361,5.45e-05,0.00615,0,0.000693
"8","Jul",0.00692,0.00337,6.01e-05,0.00587,0,0.000529
"9","Aug",0.00607,0.00207,4.99e-05,0.00534,0,0.000591
"10","Sep",0.00414,0.000257,2.83e-05,0.00544,0,0.000728
"11","Oct",0.00224,0,9.62e-06,0.00264,0,0.000239
"12","Nov",0.00128,0,4.18e-06,0.00485,0,0.00048
"13","Dec",0.000806,0,1.71e-06,0.00409,0,0.000358
