"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00397,1.26e-05,3.93e-05,0.00637,0,0.00112
"2","Jan",0.00114,0,3.24e-06,0.00723,0,0.00106
"3","Feb",0.00138,0,4.32e-06,0.00501,0,0.000487
"4","Mar",0.00218,0,8.68e-06,0.00856,0,0.0015
"5","Apr",0.0035,0.001,1.9e-05,0.00594,0,0.000972
"6","May",0.00536,0.00243,4.11e-05,0.0058,0,0.000804
"7","Jun",0.00802,0.00411,8.37e-05,0.00575,0,0.000915
"8","Jul",0.00859,0.00416,9.48e-05,0.00797,0,0.00174
"9","Aug",0.00689,0.00227,6.66e-05,0.00611,0,0.00118
"10","Sep",0.00505,0.000391,4.22e-05,0.00891,0,0.00203
"11","Oct",0.00271,0,1.38e-05,0.00486,0,0.000991
"12","Nov",0.00166,0,6.7e-06,0.00504,0,0.000893
"13","Dec",0.00103,0,2.76e-06,0.00513,0,0.000749
