"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00378,3.11e-05,3.67e-05,0.00629,0,0.000997
"2","Jan",0.000985,0,2.46e-06,0.00672,0,0.000889
"3","Feb",0.00122,0,3.3e-06,0.00574,0,0.00082
"4","Mar",0.00195,0,6.99e-06,0.00826,0,0.00107
"5","Apr",0.0032,0.000938,1.58e-05,0.00532,0,0.000631
"6","May",0.00522,0.00242,3.95e-05,0.00574,0,0.000702
"7","Jun",0.00756,0.00403,7.38e-05,0.00607,0,0.000952
"8","Jul",0.00843,0.00433,9.08e-05,0.00674,0,0.00115
"9","Aug",0.00684,0.00243,6.44e-05,0.006,0,0.00125
"10","Sep",0.00488,0.000403,4e-05,0.00855,0,0.00166
"11","Oct",0.00252,0,1.21e-05,0.00464,0,0.000789
"12","Nov",0.00145,0,5.15e-06,0.00605,0,0.00122
"13","Dec",0.000938,0,2.28e-06,0.00565,0,0.000808
