"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00319,1.37e-05,2.5e-05,0.00539,0,0.000462
"2","Jan",0.000872,0,1.94e-06,0.00523,0,0.000355
"3","Feb",0.00105,0,2.5e-06,0.00545,0,0.000425
"4","Mar",0.00173,2.68e-05,5.58e-06,0.0071,0,0.000512
"5","Apr",0.00281,0.000813,1.27e-05,0.00555,0,0.00046
"6","May",0.00443,0.00209,2.73e-05,0.00608,0,0.000552
"7","Jun",0.00646,0.00354,5.13e-05,0.00586,0,0.000573
"8","Jul",0.00665,0.00332,5.48e-05,0.00641,0,0.000626
"9","Aug",0.00591,0.00214,4.69e-05,0.00553,0,0.000539
"10","Sep",0.00402,0.000241,2.63e-05,0.00526,0,0.000606
"11","Oct",0.00221,0,9.32e-06,0.00282,0,0.000193
"12","Nov",0.00126,0,4.09e-06,0.00476,0,0.000377
"13","Dec",0.000795,0,1.67e-06,0.00461,0,0.000315
