"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00341,0,2.76e-05,0.00583,0,0.000742
"2","Jan",0.000989,0,2.43e-06,0.00665,0,0.000993
"3","Feb",0.0012,0,3.26e-06,0.00551,0,0.000494
"4","Mar",0.00195,1.9e-05,7.01e-06,0.00767,0,0.000816
"5","Apr",0.00309,0.000866,1.52e-05,0.0057,0,0.000866
"6","May",0.00477,0.00214,3.15e-05,0.00559,0,0.000559
"7","Jun",0.00608,0.00305,4.66e-05,0.008,0,0.0013
"8","Jul",0.00711,0.00331,6.25e-05,0.00575,0,0.000617
"9","Aug",0.00638,0.00206,5.55e-05,0.00473,0,0.000679
"10","Sep",0.00432,0.000204,3.01e-05,0.00662,0,0.00103
"11","Oct",0.00243,0,1.11e-05,0.00284,0,0.000248
"12","Nov",0.00147,0,5.24e-06,0.00581,0,0.000827
"13","Dec",0.000946,0,2.33e-06,0.00512,0,0.00048
