"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00319,1.22e-05,2.37e-05,0.00524,0,0.000444
"2","Jan",0.000916,0,2.06e-06,0.00575,0,0.00054
"3","Feb",0.00114,0,2.86e-06,0.005,0,0.000337
"4","Mar",0.00182,3.77e-06,6.15e-06,0.00729,0,0.000608
"5","Apr",0.00291,0.000733,1.36e-05,0.00504,0,0.000431
"6","May",0.00447,0.00192,2.74e-05,0.00591,0,0.00047
"7","Jun",0.0057,0.0028,4.05e-05,0.00677,0,0.000694
"8","Jul",0.00662,0.00306,5.34e-05,0.00539,0,0.000382
"9","Aug",0.00595,0.00192,4.78e-05,0.00472,0,0.000455
"10","Sep",0.00394,0.00016,2.46e-05,0.00515,0,0.000533
"11","Oct",0.00231,0,9.93e-06,0.00243,0,0.000128
"12","Nov",0.0014,0,4.64e-06,0.00484,0,0.000446
"13","Dec",0.000958,0,2.38e-06,0.00459,0,0.000285
