"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0031,1.65e-06,2.3e-05,0.00564,0,0.000657
"2","Jan",0.000895,0,2e-06,0.00669,0,0.00101
"3","Feb",0.00108,0,2.64e-06,0.00507,0,0.000397
"4","Mar",0.00175,2.13e-05,5.7e-06,0.00746,0,0.000707
"5","Apr",0.00279,0.000791,1.24e-05,0.0053,0,0.000647
"6","May",0.00428,0.00196,2.52e-05,0.00591,0,0.000538
"7","Jun",0.00598,0.00316,4.52e-05,0.0067,0,0.000874
"8","Jul",0.00637,0.00302,4.98e-05,0.00609,0,0.000706
"9","Aug",0.00571,0.00196,4.43e-05,0.00504,0,0.000672
"10","Sep",0.0039,0.000213,2.46e-05,0.00613,0,0.000948
"11","Oct",0.00219,0,9.04e-06,0.00282,0,0.00025
"12","Nov",0.00129,0,4.22e-06,0.00539,0,0.000588
"13","Dec",0.000832,0,1.84e-06,0.00505,0,0.000532
