"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00313,1.38e-05,2.41e-05,0.00566,0,0.000548
"2","Jan",0.000863,0,1.96e-06,0.00545,0,0.000387
"3","Feb",0.00103,0,2.8e-06,0.00604,0,0.000511
"4","Mar",0.00169,2.65e-05,5.37e-06,0.00724,0,0.000518
"5","Apr",0.00276,0.000797,1.23e-05,0.00631,0,0.000617
"6","May",0.00438,0.00207,2.68e-05,0.00644,0,0.000713
"7","Jun",0.00634,0.00341,4.95e-05,0.00589,0,0.000659
"8","Jul",0.00651,0.00331,5.26e-05,0.00683,0,0.000881
"9","Aug",0.00577,0.0021,4.45e-05,0.00591,0,0.000732
"10","Sep",0.00394,0.000242,2.52e-05,0.00498,0,0.000591
"11","Oct",0.00218,0,9.06e-06,0.00295,0,2e-04
"12","Nov",0.00123,0,3.88e-06,0.00498,0,0.000396
"13","Dec",0.00078,0,1.61e-06,0.00495,0,0.000354
