"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00334,1.46e-05,2.78e-05,0.00719,0,0.00137
"2","Jan",0.000909,0,2.12e-06,0.00863,0,0.00193
"3","Feb",0.0011,0,2.73e-06,0.00584,0,0.00108
"4","Mar",0.0018,9.6e-06,6.01e-06,0.00837,0,0.00121
"5","Apr",0.0029,0.000842,1.33e-05,0.00648,0,0.000974
"6","May",0.00463,0.00218,3.05e-05,0.00593,0,0.00084
"7","Jun",0.00676,0.00369,5.69e-05,0.00879,0,0.00184
"8","Jul",0.00705,0.00344,6.34e-05,0.00797,0,0.00128
"9","Aug",0.00608,0.00216,5.03e-05,0.00576,0,0.00115
"10","Sep",0.00424,0.000263,3.01e-05,0.0101,0,0.00263
"11","Oct",0.00228,0,1.01e-05,0.00444,0,0.000819
"12","Nov",0.00132,0,4.47e-06,0.0078,0,0.00182
"13","Dec",0.000841,0,1.86e-06,0.00617,0,0.000926
