"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00387,2.58e-05,3.68e-05,0.00645,0,0.00118
"2","Jan",0.0011,0,2.94e-06,0.00691,0,0.0011
"3","Feb",0.00135,0,3.97e-06,0.00567,0,0.00102
"4","Mar",0.00206,0,7.63e-06,0.00873,0,0.00163
"5","Apr",0.00333,0.000959,1.67e-05,0.00551,0,0.000957
"6","May",0.00512,0.00231,3.73e-05,0.00568,0,0.000694
"7","Jun",0.00761,0.00403,7.39e-05,0.00625,0,0.00102
"8","Jul",0.00849,0.00418,9.22e-05,0.00904,0,0.00196
"9","Aug",0.0067,0.00227,6.22e-05,0.00632,0,0.00136
"10","Sep",0.00507,0.000457,4.2e-05,0.00768,0,0.00129
"11","Oct",0.00276,0,1.41e-05,0.00515,0,0.00126
"12","Nov",0.00168,0,6.59e-06,0.00498,0,0.000989
"13","Dec",0.00106,0,2.81e-06,0.00533,0,0.00084
