"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00294,1.24e-05,2.11e-05,0.00631,0,0.000596
"2","Jan",0.000839,0,1.86e-06,0.00609,0,0.000434
"3","Feb",0.000976,0,2.18e-06,0.0069,0,0.000612
"4","Mar",0.0016,2.53e-05,4.8e-06,0.00801,0,0.000606
"5","Apr",0.00261,0.000737,1.1e-05,0.00668,0,0.000592
"6","May",0.00408,0.00191,2.32e-05,0.00743,0,0.000843
"7","Jun",0.00596,0.00326,4.35e-05,0.00624,0,0.000624
"8","Jul",0.00607,0.003,4.56e-05,0.00769,0,0.000942
"9","Aug",0.00543,0.00196,3.93e-05,0.00644,0,0.000728
"10","Sep",0.00369,0.000215,2.2e-05,0.00561,0,0.000645
"11","Oct",0.00205,0,7.98e-06,0.00339,0,0.000251
"12","Nov",0.00116,0,3.49e-06,0.00541,0,0.00043
"13","Dec",0.000738,0,1.44e-06,0.00583,0,0.000434
