"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00309,2.42e-05,2.37e-05,0.00565,0,0.000432
"2","Jan",0.000874,0,3.67e-06,0.00523,0,0.000292
"3","Feb",0.000971,0,2.15e-06,0.00524,0,0.000317
"4","Mar",0.00162,2.34e-05,5.05e-06,0.00644,0,0.000366
"5","Apr",0.00268,0.000793,1.15e-05,0.00701,0,0.000583
"6","May",0.00437,0.00206,2.66e-05,0.00653,0,0.000553
"7","Jun",0.00629,0.00341,4.85e-05,0.00633,0,0.000567
"8","Jul",0.00651,0.00342,5.2e-05,0.0061,0,0.000529
"9","Aug",0.00566,0.00208,4.31e-05,0.00563,0,0.000545
"10","Sep",0.00388,0.000247,2.45e-05,0.00523,0,0.000455
"11","Oct",0.00212,0,8.7e-06,0.00349,0,0.000249
"12","Nov",0.00117,0,3.56e-06,0.00584,0,0.000438
"13","Dec",0.000759,0,1.54e-06,0.00471,0,0.000277
