"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00351,0,2.94e-05,0.00672,0,0.00102
"2","Jan",0.00102,0,2.61e-06,0.00815,0,0.00118
"3","Feb",0.00124,0,3.46e-06,0.00603,0,0.000564
"4","Mar",0.00199,2.33e-05,7.31e-06,0.00829,0,0.00097
"5","Apr",0.00315,0.000902,1.56e-05,0.00684,0,0.00122
"6","May",0.00491,0.00222,3.32e-05,0.00603,0,0.000654
"7","Jun",0.0063,0.00308,5.07e-05,0.00919,0,0.00182
"8","Jul",0.00737,0.00346,6.75e-05,0.00714,0,0.00112
"9","Aug",0.00655,0.00201,5.9e-05,0.0052,0,0.000843
"10","Sep",0.00444,0.000204,3.19e-05,0.00849,0,0.00182
"11","Oct",0.00248,0,1.15e-05,0.00324,0,0.000327
"12","Nov",0.00151,0,5.54e-06,0.00647,0,0.00105
"13","Dec",0.000971,0,2.44e-06,0.00564,0,0.000622
