"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00346,4.53e-06,2.82e-05,0.00619,0,0.000842
"2","Jan",0.00101,0,2.55e-06,0.00718,0,0.000991
"3","Feb",0.00123,0,3.4e-06,0.00622,0,0.000658
"4","Mar",0.00197,1.51e-05,7.13e-06,0.00818,0,0.00107
"5","Apr",0.0031,0.000844,1.53e-05,0.00624,0,0.000994
"6","May",0.00485,0.00215,3.23e-05,0.00576,0,0.00058
"7","Jun",0.0062,0.00302,4.87e-05,0.00856,0,0.00146
"8","Jul",0.00723,0.00334,6.45e-05,0.00631,0,0.000778
"9","Aug",0.00644,0.00209,5.65e-05,0.00527,0,0.000936
"10","Sep",0.00432,0.000193,3e-05,0.00695,0,0.00117
"11","Oct",0.00247,0,1.13e-05,0.00291,0,0.000233
"12","Nov",0.00152,0,5.49e-06,0.00567,0,0.000767
"13","Dec",0.000992,0,2.54e-06,0.00509,0,0.00047
