"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00343,6.96e-06,2.86e-05,0.00648,0,0.00108
"2","Jan",0.000983,0,2.43e-06,0.00806,0,0.00171
"3","Feb",0.00118,0,3.17e-06,0.00568,0,0.000768
"4","Mar",0.00191,3.34e-05,6.64e-06,0.00816,0,0.00104
"5","Apr",0.00301,0.000878,1.42e-05,0.00598,0,0.00095
"6","May",0.00468,0.0022,3.03e-05,0.00561,0,0.00058
"7","Jun",0.00682,0.00355,5.86e-05,0.00851,0,0.00171
"8","Jul",0.00711,0.00347,6.32e-05,0.00664,0,0.000994
"9","Aug",0.0063,0.00203,5.44e-05,0.00479,0,0.000554
"10","Sep",0.00432,0.000233,3.05e-05,0.00842,0,0.00198
"11","Oct",0.00237,0,1.06e-05,0.00373,0,0.000599
"12","Nov",0.00142,0,5.05e-06,0.00685,0,0.00134
"13","Dec",0.000895,0,2.1e-06,0.00539,0,0.000694
