"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00314,1.34e-05,2.5e-05,0.00521,0,0.000705
"2","Jan",0.000826,0,1.82e-06,0.00606,0,0.000862
"3","Feb",0.000993,0,2.31e-06,0.00415,0,0.000499
"4","Mar",0.00167,1.5e-05,5.22e-06,0.00625,0,0.000619
"5","Apr",0.00271,0.000783,1.17e-05,0.00432,0,0.000476
"6","May",0.00439,0.00204,2.75e-05,0.00492,0,0.000536
"7","Jun",0.0065,0.00355,5.31e-05,0.00608,0,0.000926
"8","Jul",0.0066,0.00316,5.56e-05,0.0063,0,0.000834
"9","Aug",0.00576,0.00193,4.53e-05,0.00463,0,0.000702
"10","Sep",0.00395,0.000241,2.63e-05,0.00694,0,0.00124
"11","Oct",0.00215,0,9.01e-06,0.00308,0,0.000407
"12","Nov",0.00123,0,3.92e-06,0.00551,0,0.000922
"13","Dec",0.000758,0,1.55e-06,0.00426,0,0.000428
