"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00312,2.63e-05,2.58e-05,0.00486,0,4e-04
"2","Jan",0.000688,0,1.28e-06,0.00494,0,0.000352
"3","Feb",0.000861,0,1.73e-06,0.00363,0,0.000182
"4","Mar",0.00152,0,4.46e-06,0.00615,0,0.000444
"5","Apr",0.00259,0.000807,1.05e-05,0.00519,0,0.000392
"6","May",0.00455,0.00218,2.98e-05,0.00466,0,0.000332
"7","Jun",0.0065,0.00363,5.25e-05,0.00509,0,0.000421
"8","Jul",0.007,0.0036,6.2e-05,0.00517,0,0.00052
"9","Aug",0.00576,0.00213,4.51e-05,0.00453,0,0.000373
"10","Sep",0.00399,0.00031,2.67e-05,0.00626,0,0.000606
"11","Oct",0.00208,0,8.4e-06,0.00333,0,0.000307
"12","Nov",0.00111,0,3.18e-06,0.00546,0,0.000572
"13","Dec",0.000698,0,1.33e-06,0.00391,0,0.00028
