"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00349,2.78e-05,3.19e-05,0.00499,0,0.000587
"2","Jan",0.000844,0,1.85e-06,0.00539,0,0.000522
"3","Feb",0.00106,0,2.57e-06,0.00431,0,0.000414
"4","Mar",0.00175,0,5.75e-06,0.00668,0,0.000633
"5","Apr",0.00291,0.000847,1.32e-05,0.00424,0,0.000369
"6","May",0.00487,0.00224,3.45e-05,0.00458,0,0.000412
"7","Jun",0.00709,0.00378,6.53e-05,0.00484,0,0.000581
"8","Jul",0.00787,0.00404,7.91e-05,0.00529,0,0.000658
"9","Aug",0.00635,0.00225,5.57e-05,0.00479,0,0.000771
"10","Sep",0.00448,0.000371,3.39e-05,0.0069,0,0.00102
"11","Oct",0.00232,0,1.03e-05,0.00383,0,0.000516
"12","Nov",0.00131,0,4.24e-06,0.00467,0,0.000698
"13","Dec",0.000821,0,1.78e-06,0.00438,0,0.000438
