"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00342,3.31e-05,3.11e-05,0.00503,0,0.000488
"2","Jan",0.000777,0,1.58e-06,0.00547,0,0.000508
"3","Feb",0.00101,0,2.33e-06,0.00412,0,0.000295
"4","Mar",0.00165,0,5.36e-06,0.00722,0,0.000656
"5","Apr",0.00278,0.000841,1.18e-05,0.0045,0,0.000317
"6","May",0.00484,0.00227,3.4e-05,0.00477,0,0.000332
"7","Jun",0.00692,0.00378,6.14e-05,0.0042,0,0.000336
"8","Jul",0.00797,0.00413,8.14e-05,0.00508,0,0.000455
"9","Aug",0.00614,0.00221,5.2e-05,0.00469,0,0.00049
"10","Sep",0.00446,0.000441,3.34e-05,0.00688,0,0.00117
"11","Oct",0.00226,0,9.96e-06,0.00397,0,0.000368
"12","Nov",0.00124,0,3.76e-06,0.00439,0,0.00041
"13","Dec",0.000789,0,1.65e-06,0.00497,0,5e-04
