"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00371,2.19e-05,3.31e-05,0.00533,0,0.000751
"2","Jan",0.00111,0,2.93e-06,0.00584,0,0.00061
"3","Feb",0.00133,0,3.78e-06,0.00448,0,0.000438
"4","Mar",0.00198,0,6.96e-06,0.00641,0,0.000697
"5","Apr",0.00312,0.000903,1.46e-05,0.00461,0,0.000525
"6","May",0.00482,0.00212,3.33e-05,0.0045,0,0.000425
"7","Jun",0.00722,0.00394,6.53e-05,0.00457,0,0.000564
"8","Jul",0.00796,0.00386,8.16e-05,0.00801,0,0.00178
"9","Aug",0.00639,0.00216,5.61e-05,0.00571,0,0.000727
"10","Sep",0.00496,0.000476,3.9e-05,0.00662,0,0.00115
"11","Oct",0.00277,0,1.4e-05,0.00479,0,0.00118
"12","Nov",0.0017,0,6.63e-06,0.00418,0,0.000499
"13","Dec",0.00106,0,2.8e-06,0.00414,0,0.000369
