"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0037,2.03e-05,3.44e-05,0.00521,0,0.00067
"2","Jan",0.00103,0,2.64e-06,0.0059,0,0.000661
"3","Feb",0.00125,0,3.52e-06,0.00433,0,0.000418
"4","Mar",0.00196,0,7.06e-06,0.00677,0,0.000882
"5","Apr",0.00318,0.000909,1.57e-05,0.00442,0,5e-04
"6","May",0.00496,0.00215,3.57e-05,0.0048,0,0.000518
"7","Jun",0.00744,0.00394,7.16e-05,0.00485,0,0.000534
"8","Jul",0.00809,0.00379,8.5e-05,0.00708,0,0.00115
"9","Aug",0.00642,0.00209,5.81e-05,0.00503,0,0.000609
"10","Sep",0.0048,0.000402,3.8e-05,0.00689,0,0.000947
"11","Oct",0.00259,0,1.25e-05,0.00425,0,0.000767
"12","Nov",0.00155,0,5.79e-06,0.0039,0,0.00056
"13","Dec",0.000954,0,2.37e-06,0.00415,0,0.000457
