"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00324,1.38e-05,2.66e-05,0.00554,0,0.000792
"2","Jan",0.000854,0,1.93e-06,0.00639,0,0.000934
"3","Feb",0.00103,0,2.47e-06,0.00449,0,0.000567
"4","Mar",0.00172,1.45e-05,5.57e-06,0.00663,0,0.000696
"5","Apr",0.00279,0.000809,1.24e-05,0.00459,0,0.000529
"6","May",0.00453,0.00212,2.9e-05,0.00526,0,0.000618
"7","Jun",0.0067,0.00363,5.65e-05,0.00638,0,0.000987
"8","Jul",0.00682,0.00321,5.95e-05,0.00684,0,0.00098
"9","Aug",0.00594,0.00198,4.83e-05,0.00479,0,0.00079
"10","Sep",0.00408,0.000248,2.79e-05,0.00732,0,0.00141
"11","Oct",0.00222,0,9.53e-06,0.00332,0,0.000494
"12","Nov",0.00128,0,4.17e-06,0.0059,0,0.00102
"13","Dec",0.000784,0,1.65e-06,0.00449,0,0.000475
