"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00301,1.48e-05,2.15e-05,0.00451,0,0.000358
"2","Jan",0.000857,0,1.91e-06,0.00552,0,0.000511
"3","Feb",0.00104,0,2.49e-06,0.00427,0,0.000235
"4","Mar",0.0017,7.71e-06,5.45e-06,0.00566,0,0.000389
"5","Apr",0.00271,0.000683,1.2e-05,0.00455,0,0.00038
"6","May",0.00428,0.00184,2.53e-05,0.00479,0,0.000315
"7","Jun",0.00548,0.00268,3.77e-05,0.00557,0,0.000521
"8","Jul",0.00628,0.00282,4.83e-05,0.0051,0,0.000453
"9","Aug",0.00562,0.00176,4.31e-05,0.00412,0,0.000423
"10","Sep",0.00368,0.000138,2.17e-05,0.00429,0,0.000356
"11","Oct",0.00216,0,8.76e-06,0.00241,0,0.000158
"12","Nov",0.00131,0,4.17e-06,0.00413,0,0.000342
"13","Dec",0.000898,0,2.16e-06,0.00373,0,0.000194
