"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00318,1.92e-05,2.59e-05,0.00447,0,0.000409
"2","Jan",0.000795,0,1.68e-06,0.00463,0,0.000386
"3","Feb",0.000966,0,2.19e-06,0.0033,0,0.000203
"4","Mar",0.00165,1.28e-05,5.17e-06,0.00557,0,0.000403
"5","Apr",0.00273,0.000801,1.18e-05,0.00392,0,0.00026
"6","May",0.0045,0.00216,2.87e-05,0.00444,0,0.000321
"7","Jun",0.00659,0.00356,5.43e-05,0.00561,0,0.000542
"8","Jul",0.0068,0.00338,5.83e-05,0.00503,0,0.000382
"9","Aug",0.00589,0.00205,4.72e-05,0.00434,0,0.000462
"10","Sep",0.00401,0.000253,2.69e-05,0.00603,0,0.000849
"11","Oct",0.00217,0,9.15e-06,0.0026,0,0.000285
"12","Nov",0.00122,0,3.84e-06,0.0044,0,5e-04
"13","Dec",0.000749,0,1.52e-06,0.00372,0,0.000302
