"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00325,2.78e-05,2.79e-05,0.00464,0,0.000379
"2","Jan",0.000733,0,1.42e-06,0.00465,0,0.000329
"3","Feb",0.000912,0,1.92e-06,0.00349,0,0.000183
"4","Mar",0.0016,0,4.9e-06,0.00603,0,0.000423
"5","Apr",0.0027,0.000816,1.14e-05,0.00463,0,0.00033
"6","May",0.00468,0.00222,3.16e-05,0.00443,0,0.000244
"7","Jun",0.00676,0.00372,5.73e-05,0.00493,0,0.000457
"8","Jul",0.00726,0.00369,6.72e-05,0.00515,0,0.000472
"9","Aug",0.006,0.00218,4.94e-05,0.00438,0,0.000378
"10","Sep",0.00414,0.000305,2.9e-05,0.00609,0,0.000616
"11","Oct",0.00216,0,9e-06,0.00296,0,0.000263
"12","Nov",0.00117,0,3.47e-06,0.00488,0,0.000546
"13","Dec",0.000731,0,1.45e-06,0.00396,0,0.000298
