"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00365,2.47e-05,3.31e-05,0.00533,0,0.000763
"2","Jan",0.00103,0,2.56e-06,0.006,0,0.000693
"3","Feb",0.00125,0,3.39e-06,0.00459,0,0.000512
"4","Mar",0.00191,0,6.54e-06,0.00686,0,0.000907
"5","Apr",0.00308,0.000908,1.43e-05,0.00454,0,0.000554
"6","May",0.00483,0.00213,3.35e-05,0.00488,0,0.000524
"7","Jun",0.00724,0.00382,6.72e-05,0.0047,0,0.000532
"8","Jul",0.00799,0.00385,8.24e-05,0.00762,0,0.00168
"9","Aug",0.00635,0.00212,5.61e-05,0.00518,0,0.000739
"10","Sep",0.00483,0.000435,3.78e-05,0.00659,0,0.000921
"11","Oct",0.00264,0,1.29e-05,0.00464,0,0.00114
"12","Nov",0.00158,0,5.91e-06,0.00398,0,0.00045
"13","Dec",0.000981,0,2.45e-06,0.0043,0,0.000453
